Hour,Apparent,Temperature
6,11.06666667,11.06666667
7,11.06666667,11.06666667
8,13.56666667,13.56666667
9,16.16111111,16.16111111
10,19.00555556,19.00555556
11,22.67222222,22.67222222
12,25.04444444,25.04444444
13,26.98888889,27.2
14,27.25555556,27.63333333
15,27.13333333,27.26666667
16,27.39444444,27.8
17,27.22222222,27.56111111
18,26.11111111,26.11111111
19,22.96111111,22.96111111
20,22.25555556,22.25555556
21,21.02222222,21.02222222
22,20.47222222,20.47222222
23,19.32222222,19.32222222
0,18.75555556,18.75555556
1,18.22777778,18.22777778
2,13.87222222,13.87222222
3,17.82777778,17.82777778
4,16.58333333,16.58333333
5,16.58333333,16.58333333
6,16.02222222,16.02222222
7,16.09444444,16.09444444
8,17.72777778,17.72777778
9,22.17777778,22.17777778
10,25.97222222,25.97222222
11,27.28888889,27.45
12,28.13333333,28.79444444
13,28.24444444,28.83888889
14,28.67777778,29.71666667
15,28.75,29.83888889
16,28.94444444,29.77222222
17,26.2,26.2
18,22.74444444,22.74444444
19,19.81111111,19.81111111
20,18.21666667,18.21666667
21,17.17222222,17.17222222
22,17.15,17.15
23,16.56666667,16.56666667
0,15.44444444,15.44444444
1,14.35555556,14.35555556
2,6.533333333,7.8
3,13.26666667,13.26666667
4,12.75555556,12.75555556
5,12.71111111,12.71111111
6,12.22222222,12.22222222
7,12.22222222,12.22222222
8,12.71111111,12.71111111
9,12.82777778,12.82777778
10,12.91666667,12.91666667
11,15.04444444,15.04444444
12,13.08333333,13.08333333
13,13.05555556,13.05555556
14,15.18333333,15.18333333
15,17.2,17.2
16,17.22222222,17.22222222
17,17.01111111,17.01111111
18,16.08888889,16.08888889
19,13.88888889,13.88888889
20,13.57222222,13.57222222
21,11.11666667,11.11666667
22,10.39444444,10.39444444
23,7.244444444,9.005555556
0,16.06111111,16.06111111
1,14.9,14.9
2,12.03888889,12.03888889
3,12.7,12.7
4,11.63888889,11.63888889
5,11.73888889,11.73888889
6,10.05,10.05
7,12.25,12.25
8,14.9,14.9
9,17.66666667,17.66666667
10,18.86666667,18.86666667
11,20.98333333,20.98333333
12,22.15,22.15
13,22.2,22.2
14,22.67222222,22.67222222
15,23.83888889,23.83888889
16,23.79444444,23.79444444
17,23.71111111,23.71111111
18,22.75555556,22.75555556
19,20.92777778,20.92777778
20,17.96111111,17.96111111
21,16,16
22,14.36111111,14.36111111
23,13.50555556,13.50555556
0,5.766666667,7.733333333
1,5.538888889,6.688888889
2,2.838888889,4.966666667
3,4.288888889,5.555555556
4,3.183333333,5.577777778
5,3.788888889,5.183333333
6,2.233333333,4.977777778
7,5.55,7.044444444
8,6.544444444,8.6
9,11.07222222,11.07222222
10,12.22222222,12.22222222
11,13.97777778,13.97777778
12,16.03888889,16.03888889
13,17.12777778,17.12777778
14,17.62777778,17.62777778
15,17.24444444,17.24444444
16,16.17777778,16.17777778
17,16.26111111,16.26111111
18,16.06111111,16.06111111
19,13.74444444,13.74444444
20,11.96666667,11.96666667
21,7.805555556,7.805555556
22,7.177777778,7.177777778
23,5.616666667,6.722222222
0,4.777777778,6.022222222
1,4.166666667,5.494444444
2,5.688888889,5.688888889
3,4.333333333,4.333333333
4,3.288888889,3.288888889
5,3.744444444,3.744444444
6,2.761111111,2.761111111
7,3.711111111,3.711111111
8,9.011111111,9.377777778
9,12.03888889,12.03888889
10,14.90555556,14.90555556
11,15.98333333,15.98333333
12,17.24444444,17.24444444
13,17.8,17.8
14,17.87777778,17.87777778
15,18.86111111,18.86111111
16,18.88888889,18.88888889
17,18.8,18.8
18,17.19444444,17.19444444
19,14.88333333,14.88333333
20,12.15555556,12.15555556
21,9.861111111,9.861111111
22,7.905555556,8.733333333
23,8.272222222,8.272222222
0,6.688888889,6.688888889
1,6.577777778,6.577777778
2,6.538888889,6.538888889
3,2.988888889,4.472222222
4,3.894444444,3.894444444
5,2.827777778,3.9
6,2.783333333,2.783333333
7,2.761111111,2.761111111
8,9.45,9.45
9,12.71111111,12.71111111
10,17.2,17.2
11,17.77222222,17.77222222
12,18.86111111,18.86111111
13,20.02222222,20.02222222
14,20.03888889,20.03888889
15,20.11666667,20.11666667
16,21.15555556,21.15555556
17,20.13888889,20.13888889
18,19.85555556,19.85555556
19,15.99444444,15.99444444
20,12.64444444,12.64444444
21,10.97222222,10.97222222
22,10.88333333,10.88333333
23,8.75,8.75
0,8.127777778,8.127777778
1,7.622222222,7.622222222
2,7.088888889,7.088888889
3,6,6
4,5.933333333,5.933333333
5,4.411111111,4.411111111
6,4.383333333,4.383333333
7,4.866666667,4.866666667
8,10.55555556,10.55555556
9,13.73333333,13.73333333
10,17.22222222,17.22222222
11,19,19
12,20.07222222,20.07222222
13,21.08333333,21.08333333
14,22.16111111,22.16111111
15,22.26666667,22.26666667
16,22.24444444,22.24444444
17,22.13333333,22.13333333
18,20.92222222,20.92222222
19,15.01666667,15.01666667
20,12.59444444,12.59444444
21,12.08333333,12.08333333
22,10.90555556,10.90555556
23,9.583333333,9.583333333
0,8.822222222,8.822222222
1,7.733333333,7.733333333
2,5.922222222,7.888888889
3,7.155555556,7.155555556
4,6.044444444,6.044444444
5,4.6,5.727777778
6,3.577777778,4.983333333
7,6,6
8,10.65,10.65
9,13.68888889,13.68888889
10,17.24444444,17.24444444
11,19.8,19.8
12,21.10555556,21.10555556
13,21.17777778,21.17777778
14,22.11111111,22.11111111
15,22.28888889,22.28888889
16,22.22222222,22.22222222
17,22.1,22.1
18,19.83333333,19.83333333
19,17.06111111,17.06111111
20,13.82222222,13.82222222
21,12.06111111,12.06111111
22,10.43888889,10.43888889
23,9.516666667,9.516666667
0,8.772222222,8.772222222
1,8.705555556,8.705555556
2,7.85,8.961111111
3,5.377777778,6.577777778
4,6.577777778,6.577777778
5,5.972222222,5.972222222
6,5.444444444,5.444444444
7,4.983333333,4.983333333
8,9.722222222,9.722222222
9,13.72777778,13.72777778
10,17.70555556,17.70555556
11,19.91111111,19.91111111
12,22.24444444,22.24444444
13,22.82222222,22.82222222
14,23.78333333,23.78333333
15,23.88333333,23.88333333
16,23.96111111,23.96111111
17,23.83333333,23.83333333
18,22.58888889,22.58888889
19,17.10555556,17.10555556
20,15.02777778,15.02777778
21,12.71111111,12.71111111
22,12.64444444,12.64444444
23,11.14444444,11.14444444
0,10.51666667,10.51666667
1,6.661111111,8.916666667
2,13.17777778,13.17777778
3,6.688888889,7.805555556
4,7.405555556,7.405555556
5,8.583333333,8.583333333
6,6.694444444,7.888888889
7,7.355555556,7.355555556
8,10.08888889,10.08888889
9,12.2,12.2
10,12.82777778,12.82777778
11,13.95555556,13.95555556
12,16.11666667,16.11666667
13,17.13333333,17.13333333
14,16.98333333,16.98333333
15,17.17777778,17.17777778
16,16.20555556,16.20555556
17,15.36666667,15.36666667
18,15.18333333,15.18333333
19,14.05,14.05
20,14.08888889,14.08888889
21,13.88888889,13.88888889
22,14.4,14.4
23,14.40555556,14.40555556
0,14.4,14.4
1,14.37777778,14.37777778
2,14.21111111,14.21111111
3,13.28888889,13.28888889
4,13.71111111,13.71111111
5,13.17777778,13.17777778
6,12.76666667,12.76666667
7,13.78333333,13.78333333
8,14.73333333,14.73333333
9,17.64444444,17.64444444
10,19.88888889,19.88888889
11,21.92777778,21.92777778
12,22.55,22.55
13,22.55555556,22.55555556
14,20.97777778,20.97777778
15,17.73888889,17.73888889
16,17.6,17.6
17,16.97222222,16.97222222
18,15.99444444,15.99444444
19,14.93333333,14.93333333
20,14.81666667,14.81666667
21,14.81666667,14.81666667
22,15.32777778,15.32777778
23,14.35,14.35
0,14.38333333,14.38333333
1,13.89444444,13.89444444
2,11.2,11.2
3,14.28333333,14.28333333
4,14.82222222,14.82222222
5,14.33333333,14.33333333
6,14.90555556,14.90555556
7,16.01666667,16.01666667
8,17.14444444,17.14444444
9,17.15555556,17.15555556
10,18.81666667,18.81666667
11,19.92777778,19.92777778
12,17.6,17.6
13,16.99444444,16.99444444
14,15.14444444,15.14444444
15,15.75555556,15.75555556
16,17.88888889,17.88888889
17,18.90555556,18.90555556
18,17.31111111,17.31111111
19,15.13888889,15.13888889
20,14.98333333,14.98333333
21,13.88888889,13.88888889
22,12.80555556,12.80555556
23,12.33333333,12.33333333
0,11.62222222,11.62222222
1,11.60555556,11.60555556
2,9.65,9.65
3,9.4,9.4
4,8.472222222,8.472222222
5,8.594444444,8.594444444
6,7.316666667,7.316666667
7,7.35,8.822222222
8,8.361111111,9.272222222
9,12.45555556,12.45555556
10,16.22777778,16.22777778
11,18.9,18.9
12,21.11111111,21.11111111
13,22.22222222,22.22222222
14,22.6,22.6
15,22.8,22.8
16,22.33888889,22.33888889
17,22.29444444,22.29444444
18,20.04444444,20.04444444
19,17.22222222,17.22222222
20,14.02222222,14.02222222
21,12.68888889,12.68888889
22,12.59444444,12.59444444
23,11.67222222,11.67222222
0,12.62222222,12.62222222
1,11.60555556,11.60555556
2,13.32222222,13.32222222
3,10.51666667,10.51666667
4,9.244444444,9.888888889
5,9.677777778,9.677777778
6,8.316666667,8.316666667
7,11.00555556,11.00555556
8,14.97222222,14.97222222
9,18.85,18.85
10,22.15555556,22.15555556
11,22.35555556,22.35555556
12,23.81666667,23.81666667
13,24.90555556,24.90555556
14,25.81666667,25.81666667
15,25.99444444,25.99444444
16,25.87777778,25.87777778
17,24.8,24.8
18,23.86111111,23.86111111
19,23.72222222,23.72222222
20,19.71111111,19.71111111
21,17.06666667,17.06666667
22,16.43888889,16.43888889
23,14.56111111,14.56111111
0,10.90555556,10.90555556
1,9.377777778,9.377777778
2,9.055555556,9.583333333
3,8.65,9.305555556
4,8.305555556,8.305555556
5,7.533333333,7.533333333
6,7.755555556,7.755555556
7,6.433333333,7.733333333
8,11.1,11.1
9,15.97777778,15.97777778
10,18.77222222,18.77222222
11,20.93333333,20.93333333
12,22.13333333,22.13333333
13,22.73333333,22.73333333
14,22.77777778,22.77777778
15,22.77777778,22.77777778
16,22.8,22.8
17,22.28333333,22.28333333
18,19.95,19.95
19,17.2,17.2
20,15.05555556,15.05555556
21,13.73333333,13.73333333
22,12.71111111,12.71111111
23,11.53333333,11.53333333
0,13.80555556,13.80555556
1,12.69444444,12.69444444
2,10.98888889,10.98888889
3,12.80555556,12.80555556
4,12.92222222,12.92222222
5,11.79444444,11.79444444
6,10.37222222,10.37222222
7,12.5,12.5
8,16.89444444,16.89444444
9,18.52222222,18.52222222
10,19.61111111,19.61111111
11,18.71666667,18.71666667
12,17.57222222,17.57222222
13,17.55,17.55
14,17.7,17.7
15,16.87777778,16.87777778
16,14.8,14.8
17,12.75555556,12.75555556
18,12.22222222,12.22222222
19,12.17222222,12.17222222
20,11.22777778,11.22777778
21,11.13333333,11.13333333
22,10.6,10.6
23,10.62777778,10.62777778
0,11.16111111,11.16111111
1,10.57777778,10.57777778
2,7.272222222,8.638888889
3,10.51111111,10.51111111
4,7.988888889,9.977777778
5,7.766666667,9.994444444
6,7.683333333,9.883333333
7,5.888888889,8.866666667
8,5.755555556,8.955555556
9,5.877777778,8.888888889
10,5.877777778,8.888888889
11,6.561111111,9.005555556
12,5.961111111,8.938888889
13,7.611111111,10
14,10.85,10.85
15,7.994444444,10
16,10.52777778,10.52777778
17,8.022222222,9.95
18,7.827777778,10
19,8.222222222,10
20,7.844444444,9.472222222
21,7.833333333,9.444444444
22,7.222222222,8.916666667
23,7.261111111,8.916666667
0,7.261111111,8.916666667
1,7.166666667,8.866666667
2,5.9,6.588888889
3,6.477777778,8.355555556
4,6.516666667,8.355555556
5,6.677777778,8.427777778
6,7.238888889,8.866666667
7,7.211111111,8.866666667
8,6.794444444,8.9
9,8.277777778,9.977777778
10,8.105555556,10
11,10.08333333,10.08333333
12,11.15555556,11.15555556
13,11.26666667,11.26666667
14,11.19444444,11.19444444
15,12.29444444,12.29444444
16,11.76111111,11.76111111
17,12.18888889,12.18888889
18,12.17222222,12.17222222
19,11.08333333,11.08333333
20,10.96111111,10.96111111
21,9.95,9.95
22,9.372222222,9.372222222
23,8.433333333,8.433333333
0,7.777777778,7.777777778
1,5.572222222,6.711111111
2,10.06666667,10.06666667
3,6.083333333,6.083333333
4,5.072222222,5.072222222
5,5.788888889,5.788888889
6,2.038888889,3.961111111
7,4.066666667,6.044444444
8,6.522222222,6.522222222
9,7.872222222,7.872222222
10,7.6,9.027777778
11,10.31666667,10.31666667
12,12.77777778,12.77777778
13,13.88888889,13.88888889
14,13.15,13.15
15,13.02777778,13.02777778
16,13.96111111,13.96111111
17,14.07777778,14.07777778
18,13.91111111,13.91111111
19,12.82222222,12.82222222
20,11.23333333,11.23333333
21,10.09444444,10.09444444
22,8.283333333,9.055555556
23,7.394444444,8.738888889
0,7.683333333,8.561111111
1,9.605555556,9.605555556
2,12.92222222,12.92222222
3,9.627777778,9.627777778
4,10.66666667,10.66666667
5,10.75555556,10.75555556
6,10.20555556,10.20555556
7,11.27222222,11.27222222
8,12.73333333,12.73333333
9,12.89444444,12.89444444
10,14.00555556,14.00555556
11,14.96111111,14.96111111
12,15.16111111,15.16111111
13,15.16111111,15.16111111
14,16.14444444,16.14444444
15,16.22777778,16.22777778
16,16.22777778,16.22777778
17,17.1,17.1
18,17.28888889,17.28888889
19,16.15555556,16.15555556
20,15.12777778,15.12777778
21,15,15
22,14.42222222,14.42222222
23,13.50555556,13.50555556
0,12.40555556,12.40555556
1,12.45,12.45
2,11.31666667,11.31666667
3,13.98333333,13.98333333
4,14.48888889,14.48888889
5,14.51666667,14.51666667
6,14.48888889,14.48888889
7,13.96111111,13.96111111
8,15.99444444,15.99444444
9,17.19444444,17.19444444
10,17.77777778,17.77777778
11,18.84444444,18.84444444
12,18.83888889,18.83888889
13,19.90555556,19.90555556
14,19.98333333,19.98333333
15,17.35555556,17.35555556
16,18.83888889,18.83888889
17,18.78333333,18.78333333
18,17.73333333,17.73333333
19,16.11111111,16.11111111
20,14.11111111,14.11111111
21,14.86111111,14.86111111
22,14.28888889,14.28888889
23,13.13888889,13.13888889
0,5.133333333,6.383333333
1,3.961111111,5.327777778
2,4.727777778,5.827777778
3,1.538888889,3.266666667
4,1.422222222,3.222222222
5,-0.95,2.227777778
6,-2.105555556,1.25
7,-2.077777778,1.205555556
8,1.377777778,4.088888889
9,4.916666667,7.266666667
10,10.02222222,10.02222222
11,11.25555556,11.25555556
12,11.22222222,11.22222222
13,12.33333333,12.33333333
14,13.01666667,13.01666667
15,13.97777778,13.97777778
16,13.95555556,13.95555556
17,13.03888889,13.03888889
18,12.86666667,12.86666667
19,12.72777778,12.72777778
20,11.22777778,11.22777778
21,7.766666667,9.816666667
22,6.105555556,8.75
23,5.522222222,7.927777778
0,12.23888889,12.23888889
1,11.77777778,11.77777778
2,12.71666667,12.71666667
3,11.77777778,11.77777778
4,11.73333333,11.73333333
5,11.85555556,11.85555556
6,12.19444444,12.19444444
7,12.15,12.15
8,12.37222222,12.37222222
9,12.54444444,12.54444444
10,14.23333333,14.23333333
11,16.29444444,16.29444444
12,17.82222222,17.82222222
13,18.97777778,18.97777778
14,18.16666667,18.16666667
15,20.08888889,20.08888889
16,18.00555556,18.00555556
17,19.12222222,19.12222222
18,18.97777778,18.97777778
19,17.33333333,17.33333333
20,15.39444444,15.39444444
21,15.04444444,15.04444444
22,13.91111111,13.91111111
23,14.15,14.15
0,13.81666667,13.81666667
1,13.26111111,13.26111111
2,13.56111111,13.56111111
3,12.2,12.2
4,11.68888889,11.68888889
5,11.78333333,11.78333333
6,12.22222222,12.22222222
7,12.2,12.2
8,14.87777778,14.87777778
9,17.29444444,17.29444444
10,19.98333333,19.98333333
11,19.86111111,19.86111111
12,20.05,20.05
13,20.13888889,20.13888889
14,22.12222222,22.12222222
15,22.28888889,22.28888889
16,22.24444444,22.24444444
17,21.27777778,21.27777778
18,20.15555556,20.15555556
19,17.86111111,17.86111111
20,16.52222222,16.52222222
21,16.08333333,16.08333333
22,15.55555556,15.55555556
23,16.71111111,16.71111111
0,16.5,16.5
1,15.46111111,15.46111111
2,7.055555556,9.122222222
3,13.23888889,13.23888889
4,12.71111111,12.71111111
5,12.99444444,12.99444444
6,12.22222222,12.22222222
7,12.27222222,12.27222222
8,13.93888889,13.93888889
9,12.91666667,12.91666667
10,12.89444444,12.89444444
11,13.05555556,13.05555556
12,12.89444444,12.89444444
13,13.8,13.8
14,13.92222222,13.92222222
15,12.22222222,12.22222222
16,12.2,12.2
17,12.36111111,12.36111111
18,12.06666667,12.06666667
19,10.99444444,10.99444444
20,11,11
21,7.744444444,9.955555556
22,6.938888889,9.4
23,5.705555556,8.427777778
0,4.805555556,8.311111111
1,5.344444444,7.827777778
2,5.994444444,6.888888889
3,5.594444444,8.333333333
4,5.288888889,8.333333333
5,4.988888889,7.905555556
6,5.122222222,7.777777778
7,5.277777778,7.755555556
8,6.516666667,9.027777778
9,12.06111111,12.06111111
10,12.66111111,12.66111111
11,13.79444444,13.79444444
12,15.02222222,15.02222222
13,16.06111111,16.06111111
14,16.09444444,16.09444444
15,16.11111111,16.11111111
16,16.13888889,16.13888889
17,15.28333333,15.28333333
18,15.11666667,15.11666667
19,13.88333333,13.88333333
20,11.47222222,11.47222222
21,8.722222222,9.977777778
22,7.083333333,8.794444444
23,8.044444444,8.044444444
0,7.105555556,7.105555556
1,5.994444444,7.038888889
2,6.322222222,7.116666667
3,5.438888889,5.438888889
4,4.416666667,4.416666667
5,4.244444444,4.244444444
6,1.155555556,2.883333333
7,4.972222222,4.972222222
8,10.55,10.55
9,12.77777778,12.77777778
10,15,15
11,16.15555556,16.15555556
12,17.22222222,17.22222222
13,17.22222222,17.22222222
14,17.77222222,17.77222222
15,17.75555556,17.75555556
16,17.24444444,17.24444444
17,17.56666667,17.56666667
18,16.10555556,16.10555556
19,13.97222222,13.97222222
20,12.90555556,12.90555556
21,11.03888889,11.03888889
22,10.41111111,10.41111111
23,11.57777778,11.57777778
0,10.39444444,10.39444444
1,9.416666667,9.838888889
2,8.516666667,8.516666667
3,7.638888889,7.638888889
4,7.4,8.216666667
5,6.216666667,7.977777778
6,5.888888889,7.616666667
7,6.011111111,7.688888889
8,7.455555556,9.011111111
9,10.02777778,10.02777778
10,12.17777778,12.17777778
11,12.91111111,12.91111111
12,13.93888889,13.93888889
13,14.00555556,14.00555556
14,13.16666667,13.16666667
15,12.47222222,12.47222222
16,12.95555556,12.95555556
17,12.86666667,12.86666667
18,11.08888889,11.08888889
19,10,10
20,8.155555556,9.272222222
21,8.594444444,9.883333333
22,7.361111111,9.372222222
23,6.427777778,8.577777778
0,6.544444444,8.4
1,6.527777778,8.355555556
2,4.961111111,7.438888889
3,6.883333333,9.372222222
4,6.611111111,8.861111111
5,6.622222222,8.916666667
6,6.772222222,8.838888889
7,6.505555556,8.838888889
8,6.394444444,8.938888889
9,6.711111111,9.861111111
10,10.94444444,10.94444444
11,7.172222222,9.361111111
12,10.13888889,10.13888889
13,12.77777778,12.77777778
14,12.86111111,12.86111111
15,12.77777778,12.77777778
16,12.26666667,12.26666667
17,12.79444444,12.79444444
18,12.21666667,12.21666667
19,10.03888889,10.03888889
20,6.477777778,9.005555556
21,4.922222222,7.311111111
22,3.427777778,6.25
23,4.216666667,6.85
0,4.211111111,7.194444444
1,4.511111111,7.127777778
2,6.444444444,8.055555556
3,2.977777778,5.461111111
4,0.533333333,3.4
5,1.8,3.55
6,1.555555556,2.711111111
7,1.472222222,3.827777778
8,5.988888889,7.527777778
9,9.794444444,9.794444444
10,11.03888889,11.03888889
11,12.22222222,12.22222222
12,13.81666667,13.81666667
13,14.83888889,14.83888889
14,14.11666667,14.11666667
15,15.06666667,15.06666667
16,15.08888889,15.08888889
17,15.30555556,15.30555556
18,16.03888889,16.03888889
19,12.88888889,12.88888889
20,12.86666667,12.86666667
21,12.17222222,12.17222222
22,10.57777778,10.57777778
23,10.08888889,10.08888889
0,7.066666667,9.444444444
1,6.633333333,8.861111111
2,8.277777778,9.911111111
3,5.677777778,7.661111111
4,5.177777778,7.638888889
5,5.322222222,7.355555556
6,5.794444444,7.566666667
7,7.344444444,8.772222222
8,11.96666667,11.96666667
9,13.84444444,13.84444444
10,16.03888889,16.03888889
11,16.95555556,16.95555556
12,17.73333333,17.73333333
13,18.77222222,18.77222222
14,17.23333333,17.23333333
15,17.24444444,17.24444444
16,17.26666667,17.26666667
17,17.12777778,17.12777778
18,16.18333333,16.18333333
19,14.00555556,14.00555556
20,11.71666667,11.71666667
21,11.20555556,11.20555556
22,11.64444444,11.64444444
23,10.81111111,10.81111111
0,10.45555556,10.45555556
1,10.99444444,10.99444444
2,10.61666667,10.61666667
3,7.772222222,9.377777778
4,7.683333333,9.372222222
5,8.005555556,9.555555556
6,6.905555556,8.911111111
7,7.872222222,10
8,10.98888889,10.98888889
9,12.72777778,12.72777778
10,12.77777778,12.77777778
11,12.82222222,12.82222222
12,12.10555556,12.10555556
13,11.79444444,11.79444444
14,14.44444444,14.44444444
15,15.63888889,15.63888889
16,16.9,16.9
17,17.66111111,17.66111111
18,17.65555556,17.65555556
19,17.15555556,17.15555556
20,16.44444444,16.44444444
21,15.52222222,15.52222222
22,14.39444444,14.39444444
23,13.33333333,13.33333333
0,5.227777778,7.266666667
1,4.583333333,6.688888889
2,2.2,4.538888889
3,5.6,5.6
4,4.211111111,5.583333333
5,4.411111111,5.7
6,5.911111111,5.911111111
7,5.172222222,5.888888889
8,6.955555556,6.955555556
9,6.472222222,7.711111111
10,7.727777778,8.955555556
11,10.33333333,10.33333333
12,11.22777778,11.22777778
13,12.31111111,12.31111111
14,12.91111111,12.91111111
15,12.89444444,12.89444444
16,13.97222222,13.97222222
17,13.77777778,13.77777778
18,10.13888889,10.13888889
19,8.283333333,9.072222222
20,7.983333333,7.983333333
21,6.383333333,6.383333333
22,5.827777778,5.827777778
23,5.138888889,6.294444444
0,12.42222222,12.42222222
1,11.58333333,11.58333333
2,10.86666667,10.86666667
3,10.15,10.15
4,8.911111111,9.566666667
5,8.277777778,9.555555556
6,10.45,10.45
7,11.91666667,11.91666667
8,13.44444444,13.44444444
9,15.74444444,15.74444444
10,17.8,17.8
11,19.74444444,19.74444444
12,21.01666667,21.01666667
13,21.13333333,21.13333333
14,21.10555556,21.10555556
15,21.17777778,21.17777778
16,21.12777778,21.12777778
17,22.07222222,22.07222222
18,20.11111111,20.11111111
19,17.93333333,17.93333333
20,15.59444444,15.59444444
21,12.93333333,12.93333333
22,12.89444444,12.89444444
23,12.92222222,12.92222222
0,12.17222222,12.17222222
1,10.08888889,10.08888889
2,11.78888889,11.78888889
3,10.97222222,10.97222222
4,11.47777778,11.47777778
5,11.17777778,11.17777778
6,8.461111111,8.861111111
7,10.97222222,10.97222222
8,12.73888889,12.73888889
9,16.03888889,16.03888889
10,18.76666667,18.76666667
11,21.06666667,21.06666667
12,22.23888889,22.23888889
13,22.83888889,22.83888889
14,22.96111111,22.96111111
15,23.92777778,23.92777778
16,22.91111111,22.91111111
17,23.91666667,23.91666667
18,22.72777778,22.72777778
19,21.01666667,21.01666667
20,20.92777778,20.92777778
21,17.68888889,17.68888889
22,16.91666667,16.91666667
23,15.37222222,15.37222222
0,13.77222222,13.77222222
1,13.15555556,13.15555556
2,10.87777778,10.87777778
3,11,11
4,7.805555556,9.422222222
5,7.322222222,8.95
6,7.227777778,8.683333333
7,9.988888889,9.988888889
8,13.76111111,13.76111111
9,16.04444444,16.04444444
10,17.22222222,17.22222222
11,17.24444444,17.24444444
12,17.36111111,17.36111111
13,17.31111111,17.31111111
14,18.69444444,18.69444444
15,19.81666667,19.81666667
16,17.62222222,17.62222222
17,16.22222222,16.22222222
18,14.97222222,14.97222222
19,13.95555556,13.95555556
20,12.52222222,12.52222222
21,11.27222222,11.27222222
22,11.71111111,11.71111111
23,13.11111111,13.11111111
0,11.11111111,11.11111111
1,10.57777778,10.57777778
2,8.033333333,8.833333333
3,8.205555556,9.033333333
4,8.311111111,8.311111111
5,6.388888889,8.205555556
6,7.85,7.85
7,8.494444444,10
8,12.07777778,12.07777778
9,12.71111111,12.71111111
10,12.71111111,12.71111111
11,13.73333333,13.73333333
12,13.71111111,13.71111111
13,12.73333333,12.73333333
14,11.42222222,11.42222222
15,12.8,12.8
16,12.8,12.8
17,12.41111111,12.41111111
18,12.26666667,12.26666667
19,12.15,12.15
20,11.26666667,11.26666667
21,11.10555556,11.10555556
22,10.52777778,10.52777778
23,10.62222222,10.62222222
0,8.455555556,9.95
1,7.494444444,8.422222222
2,5.316666667,6.4
3,6.433333333,8.305555556
4,5.211111111,7.288888889
5,4.822222222,7.005555556
6,5.116666667,7.216666667
7,6.833333333,8.816666667
8,10.21111111,10.21111111
9,12.73333333,12.73333333
10,13.84444444,13.84444444
11,14.86111111,14.86111111
12,16.01666667,16.01666667
13,16.03888889,16.03888889
14,15.23333333,15.23333333
15,15.05,15.05
16,15.13888889,15.13888889
17,15.15,15.15
18,15,15
19,12.38333333,12.38333333
20,8.433333333,9.627777778
21,8.677777778,9.005555556
22,8.238888889,8.238888889
23,6.411111111,7.527777778
0,4.822222222,6.133333333
1,4.3,5.7
2,5.5,6.7
3,4.566666667,4.566666667
4,5.344444444,6.511111111
5,4.55,5.933333333
6,5.955555556,5.955555556
7,5.144444444,5.144444444
8,10.31666667,10.31666667
9,13.75555556,13.75555556
10,17.06666667,17.06666667
11,17.56111111,17.56111111
12,18.77222222,18.77222222
13,17.8,17.8
14,17.65555556,17.65555556
15,18.78888889,18.78888889
16,17.87222222,17.87222222
17,17.81111111,17.81111111
18,16.25,16.25
19,12.95555556,12.95555556
20,12.5,12.5
21,10.08888889,10.08888889
22,6.555555556,8.394444444
23,10.37777778,10.37777778
0,8.538888889,9.35
1,6.077777778,7.266666667
2,3.738888889,6.016666667
3,4.322222222,5.644444444
4,3.233333333,5.622222222
5,3.083333333,4.733333333
6,2.827777778,5.066666667
7,5.433333333,7.222222222
8,7.211111111,8.9
9,12.17777778,12.17777778
10,12.80555556,12.80555556
11,15.93333333,15.93333333
12,17.73333333,17.73333333
13,17.85,17.85
14,18.33888889,18.33888889
15,18.62777778,18.62777778
16,18.77777778,18.77777778
17,16.36666667,16.36666667
18,15.22777778,15.22777778
19,14.02777778,14.02777778
20,11.63333333,11.63333333
21,10.03888889,10.03888889
22,7.272222222,8.972222222
23,7.033333333,9.127777778
0,5.994444444,8.327777778
1,5.438888889,7.866666667
2,5.855555556,7.122222222
3,4.616666667,6.8
4,3.366666667,6.177777778
5,5.366666667,5.366666667
6,1.705555556,4.122222222
7,6.344444444,7.783333333
8,10.81111111,10.81111111
9,13.68888889,13.68888889
10,15.97777778,15.97777778
11,17.60555556,17.60555556
12,18.82222222,18.82222222
13,18.91111111,18.91111111
14,19.05,19.05
15,20.02222222,20.02222222
16,19.00555556,19.00555556
17,19.08888889,19.08888889
18,17.86666667,17.86666667
19,14.11111111,14.11111111
20,12,12
21,10.17777778,10.17777778
22,8.711111111,9.466666667
23,10.03333333,10.03333333
0,8.483333333,9.311111111
1,4.461111111,6.716666667
2,5.7,5.7
3,2.761111111,5.272222222
4,3.277777778,4.766666667
5,1.783333333,4.516666667
6,4.155555556,6.188888889
7,7.516666667,8.988888889
8,12.16111111,12.16111111
9,15,15
10,17.7,17.7
11,18.86666667,18.86666667
12,18.91111111,18.91111111
13,20.02222222,20.02222222
14,19.93333333,19.93333333
15,20.01666667,20.01666667
16,19.00555556,19.00555556
17,18.12777778,18.12777778
18,17.35555556,17.35555556
19,15.17777778,15.17777778
20,14.19444444,14.19444444
21,12.79444444,12.79444444
22,8.961111111,9.688888889
23,9.466666667,9.466666667
0,7.266666667,7.266666667
1,4.888888889,6.105555556
2,10.98888889,10.98888889
3,3.144444444,4.561111111
4,3.861111111,3.861111111
5,3.15,3.15
6,2.85,2.85
7,7.644444444,7.644444444
8,12.64444444,12.64444444
